"time","sp","msl","u10","v10","t2m","d2m","speed","horizon","is_origin"
2017-03-05 00:00:00,99156.54,99155.47,2.299068,1.9828217,279.49347,278.73425,3.03599992796688,0,1
2017-03-06 00:00:00,99755.04,99753.81,-3.2169514,4.105703,279.244,276.96802,5.21589622540278,0,1
2017-03-07 00:00:00,100961.33,100959.98,-8.986767,-1.0515004,277.434,275.004,9.04807350785178,0,1
2017-03-08 00:00:00,101604.984,101604.016,0.33927345,8.03088,278.25058,275.8469,8.03804329723813,0,1
2017-03-09 00:00:00,101222.67,101221.61,7.7598157,0.9986902,280.38943,277.48196,7.82381759843253,0,1
2017-03-10 00:00:00,102234.94,102233.48,7.439387,-5.846241,279.93408,277.15747,9.46166014850724,0,1
2017-03-11 00:00:00,102477.516,102475.92,-1.1150796,5.73745,279.56046,276.7754,5.84480410423105,0,1
2017-03-12 00:00:00,101998.31,101996.95,-5.1755953,6.178229,279.7089,276.79276,8.05960918939765,0,1
2017-03-13 00:00:00,101997.53,101995.81,-4.2772512,6.8696012,279.18344,275.6964,8.09236050080215,0,1
2017-03-14 00:00:00,102736.73,102735.7,5.48548,1.6627363,279.44214,278.26447,5.73194407105806,0,1
2017-03-15 00:00:00,102668.41,102667.09,9.273959,-3.2677462,281.24066,277.5409,9.83282669232482,0,1
2017-03-16 00:00:00,102603.61,102602.266,6.517086,2.9695504,279.92932,277.32507,7.16174835564167,0,1
2017-03-17 00:00:00,101136.83,101135.93,9.967397,-0.29512978,280.54224,278.62195,9.97176536740871,0,1
2017-03-18 00:00:00,99601.3,99599.5,9.368677,7.263456,279.99106,278.25702,11.8545308550893,0,1
2017-03-19 00:00:00,100713.42,100711.78,1.1421564,3.7900136,279.21216,278.01294,3.95837395027882,0,1
2017-03-20 00:00:00,100210.06,100209.03,5.394248,0.5919609,280.40463,279.52463,5.42663147750359,0,1
2017-03-21 00:00:00,99908.73,99907.234,10.167172,2.1755176,280.6178,276.76443,10.3973200059195,0,1
2017-03-22 00:00:00,100939.08,100937.84,7.778644,6.851923,280.2589,276.00595,10.3661058877799,0,1
2017-03-23 00:00:00,101843.28,101842.36,-8.251519,-0.033695012,280.12704,276.31848,8.25158779636954,0,1
2017-03-24 00:00:00,102856.31,102855.05,-5.314581,-5.2203827,279.2086,276.23166,7.44964205448962,0,1
2017-03-25 00:00:00,103490.07,103488.586,0.38695478,-1.417406,279.33994,276.60416,1.46927661473286,0,1
2017-03-26 00:00:00,102830.97,102829.51,1.5827341,-3.163663,279.95636,277.98315,3.53748651006217,0,1
2017-03-27 00:00:00,102758.875,102757.99,-2.4294353,-0.65358925,279.25488,277.66928,2.51581692191655,0,1
2017-03-28 00:00:00,102274.445,102273,-3.79767,-1.109813,279.06085,277.81577,3.95651138300764,0,1
2017-03-29 00:00:00,101743.55,101742.65,5.378583,1.8861955,280.70776,279.00668,5.69972705943971,0,1
2017-03-30 00:00:00,102080.96,102080.14,2.9149137,5.8556366,281.51154,280.349,6.54103981563385,0,1
2017-03-31 00:00:00,101628.266,101627.2,1.5467932,8.00558,283.55072,280.56973,8.15364215182186,0,1
2017-03-01 06:00:00,99155.71,99154.89,8.585506,1.3702374,278.72427,276.03036,8.69416262836133,6,0
